rank,feature_id,frequency_score,active_ratio,mean_activation,std_activation
29,5095,0.996999979019165,0.996999979019165,0.23265589773654938,0.20187589526176453
30,446,0.996999979019165,0.996999979019165,0.22923853993415833,0.15151666104793549
31,1125,0.996999979019165,0.996999979019165,0.20896102488040924,0.15347978472709656
32,4040,0.996999979019165,0.996999979019165,0.2088610678911209,0.15609756112098694
33,3470,0.996999979019165,0.996999979019165,0.19723086059093475,0.14498202502727509
34,478,0.996999979019165,0.996999979019165,0.19628089666366577,0.15636858344078064
35,3891,0.996999979019165,0.996999979019165,0.12379644811153412,0.07450096309185028
36,1132,0.9959999918937683,0.9959999918937683,0.2828538119792938,0.23579421639442444
37,426,0.9959999918937683,0.9959999918937683,0.2503553330898285,0.1886177361011505
38,651,0.9959999918937683,0.9959999918937683,0.22836153209209442,0.1580725908279419
39,1889,0.9959999918937683,0.9959999918937683,0.20728622376918793,0.1381116360425949
40,1556,0.9959999918937683,0.9959999918937683,0.18072976171970367,0.1091931089758873
41,512,0.9959999918937683,0.9959999918937683,0.12415625154972076,0.07323132455348969
42,1837,0.9950000047683716,0.9950000047683716,0.21398548781871796,0.18979527056217194
43,3189,0.9950000047683716,0.9950000047683716,0.21326173841953278,0.13826726377010345
44,4167,0.9950000047683716,0.9950000047683716,0.1557573527097702,0.1014581248164177
45,1833,0.9950000047683716,0.9950000047683716,0.11589528620243073,0.06674571335315704
46,429,0.9940000176429749,0.9940000176429749,0.3681758642196655,0.2545243799686432
47,701,0.9940000176429749,0.9940000176429749,0.3468063175678253,0.28372862935066223
48,2317,0.9940000176429749,0.9940000176429749,0.31647107005119324,0.3172760605812073
49,459,0.9940000176429749,0.9940000176429749,0.3081108331680298,0.20669177174568176
50,975,0.9940000176429749,0.9940000176429749,0.2716500759124756,0.22958001494407654
51,2496,0.9940000176429749,0.9940000176429749,0.2599412798881531,0.2624795138835907
52,3677,0.9940000176429749,0.9940000176429749,0.24411505460739136,0.19136516749858856
53,1585,0.9940000176429749,0.9940000176429749,0.2245805263519287,0.16396395862102509
54,2674,0.9940000176429749,0.9940000176429749,0.21786856651306152,0.13822367787361145
55,3503,0.9940000176429749,0.9940000176429749,0.1549827605485916,0.0994727686047554
56,4693,0.9940000176429749,0.9940000176429749,0.13635262846946716,0.11131016910076141
57,1616,0.9940000176429749,0.9940000176429749,0.11010826379060745,0.0691719576716423
58,4963,0.9929999709129333,0.9929999709129333,0.31605711579322815,0.19687722623348236
59,5106,0.9929999709129333,0.9929999709129333,0.24941053986549377,0.17910079658031464
60,2383,0.9929999709129333,0.9929999709129333,0.2449757605791092,0.19603802263736725
61,5067,0.9929999709129333,0.9929999709129333,0.23266616463661194,0.18982066214084625
62,933,0.9929999709129333,0.9929999709129333,0.21593260765075684,0.15790793299674988
63,4258,0.9929999709129333,0.9929999709129333,0.20773693919181824,0.15449470281600952
64,4060,0.9929999709129333,0.9929999709129333,0.19208864867687225,0.13636286556720734
65,4297,0.9929999709129333,0.9929999709129333,0.18951623141765594,0.15512774884700775
66,770,0.9929999709129333,0.9929999709129333,0.182521790266037,0.11955390125513077
67,4425,0.9929999709129333,0.9929999709129333,0.1452101618051529,0.0943106859922409
68,2669,0.9919999837875366,0.9919999837875366,0.2687957286834717,0.17821061611175537
69,2485,0.9919999837875366,0.9919999837875366,0.2595681846141815,0.22113987803459167
70,3008,0.9919999837875366,0.9919999837875366,0.23548687994480133,0.16862210631370544
71,3159,0.9909999966621399,0.9909999966621399,0.36741045117378235,0.2924988865852356
72,1028,0.9909999966621399,0.9909999966621399,0.30394887924194336,0.23322872817516327
73,1713,0.9909999966621399,0.9909999966621399,0.26830998063087463,0.18090416491031647
74,320,0.9909999966621399,0.9909999966621399,0.26768723130226135,0.2573045790195465
75,2597,0.9909999966621399,0.9909999966621399,0.2452497035264969,0.1889662891626358
76,2706,0.9909999966621399,0.9909999966621399,0.2075401097536087,0.17863929271697998
77,3510,0.9909999966621399,0.9909999966621399,0.16664724051952362,0.11339302361011505
78,4102,0.9909999966621399,0.9909999966621399,0.13765987753868103,0.10439544916152954
79,2411,0.9909999966621399,0.9909999966621399,0.11382254213094711,0.07032831758260727
80,4972,0.9900000095367432,0.9900000095367432,0.43189874291419983,0.36151155829429626
81,1951,0.9900000095367432,0.9900000095367432,0.25793927907943726,0.22819791734218597
82,196,0.9900000095367432,0.9900000095367432,0.2545265555381775,0.2485564649105072
83,2928,0.9900000095367432,0.9900000095367432,0.24842646718025208,0.18381255865097046
84,2849,0.9900000095367432,0.9900000095367432,0.23666824400424957,0.14983345568180084
85,4890,0.9900000095367432,0.9900000095367432,0.22850321233272552,0.18226969242095947
86,4227,0.9900000095367432,0.9900000095367432,0.203135147690773,0.15336503088474274
87,3161,0.9900000095367432,0.9900000095367432,0.18300200998783112,0.12457055598497391
88,4369,0.9900000095367432,0.9900000095367432,0.17240653932094574,0.11395587027072906
89,681,0.9900000095367432,0.9900000095367432,0.1562982052564621,0.11997976899147034
90,4387,0.9900000095367432,0.9900000095367432,0.14120861887931824,0.08737494051456451
91,333,0.9900000095367432,0.9900000095367432,0.13929076492786407,0.09204473346471786
92,3909,0.9900000095367432,0.9900000095367432,0.12700803577899933,0.09902965277433395
93,3565,0.9900000095367432,0.9900000095367432,0.1222582459449768,0.1004987433552742
94,2424,0.9900000095367432,0.9900000095367432,0.1163661926984787,0.08186443150043488
95,2257,0.9890000224113464,0.9890000224113464,0.08722569048404694,0.05893364176154137
96,1971,0.9879999756813049,0.9879999756813049,0.3019239604473114,0.22897662222385406
97,1775,0.9879999756813049,0.9879999756813049,0.23870249092578888,0.21026216447353363
98,269,0.9879999756813049,0.9879999756813049,0.18527239561080933,0.14303088188171387
99,3458,0.9879999756813049,0.9879999756813049,0.160708948969841,0.1276911050081253
100,4444,0.9879999756813049,0.9879999756813049,0.12966981530189514,0.09654273837804794
101,3921,0.9879999756813049,0.9879999756813049,0.11643053591251373,0.083236925303936
102,2174,0.9879999756813049,0.9879999756813049,0.11141995340585709,0.07372941076755524
103,4976,0.9879999756813049,0.9879999756813049,0.09720106422901154,0.05813918635249138
104,1904,0.9869999885559082,0.9869999885559082,0.4802105128765106,0.3553299605846405
105,2233,0.9869999885559082,0.9869999885559082,0.30368950963020325,0.19434575736522675
106,3467,0.9869999885559082,0.9869999885559082,0.23073434829711914,0.16860346496105194
107,4519,0.9869999885559082,0.9869999885559082,0.22237974405288696,0.13793739676475525
108,4003,0.9869999885559082,0.9869999885559082,0.1558109074831009,0.14000838994979858
109,5058,0.9860000014305115,0.9860000014305115,0.20761854946613312,0.16180403530597687
110,541,0.9860000014305115,0.9860000014305115,0.14212971925735474,0.08498024940490723
111,5008,0.9860000014305115,0.9860000014305115,0.12746770679950714,0.0854465663433075
112,547,0.9860000014305115,0.9860000014305115,0.11890655010938644,0.08667206764221191
113,3382,0.9850000143051147,0.9850000143051147,0.4093879759311676,0.34952908754348755
114,1146,0.9850000143051147,0.9850000143051147,0.3232945501804352,0.3280210494995117
115,158,0.9850000143051147,0.9850000143051147,0.2877362370491028,0.22810539603233337
116,96,0.9850000143051147,0.9850000143051147,0.14147743582725525,0.10180827975273132
117,4002,0.9850000143051147,0.9850000143051147,0.12736064195632935,0.08638438582420349
118,633,0.984000027179718,0.984000027179718,0.2522040605545044,0.31305161118507385
119,1832,0.984000027179718,0.984000027179718,0.2500462234020233,0.29406222701072693
120,902,0.984000027179718,0.984000027179718,0.1949048936367035,0.17144173383712769
121,1165,0.984000027179718,0.984000027179718,0.1917361319065094,0.13236092031002045
122,1288,0.984000027179718,0.984000027179718,0.16895879805088043,0.13081936538219452
123,1220,0.984000027179718,0.984000027179718,0.1585841327905655,0.14480939507484436
124,1465,0.984000027179718,0.984000027179718,0.14602388441562653,0.14648933708667755
125,2028,0.9829999804496765,0.9829999804496765,0.3295673727989197,0.23962336778640747
126,159,0.9829999804496765,0.9829999804496765,0.29469066858291626,0.3005056083202362
127,1942,0.9829999804496765,0.9829999804496765,0.2496526539325714,0.1883062720298767
128,1787,0.9829999804496765,0.9829999804496765,0.21513400971889496,0.19911488890647888
129,2909,0.9829999804496765,0.9829999804496765,0.20694375038146973,0.16313722729682922
130,2921,0.9829999804496765,0.9829999804496765,0.17809665203094482,0.14160163700580597
131,1334,0.9829999804496765,0.9829999804496765,0.1665228009223938,0.12302187085151672
132,725,0.9829999804496765,0.9829999804496765,0.10610273480415344,0.07556434720754623
133,927,0.9829999804496765,0.9829999804496765,0.09922587871551514,0.06879375874996185
134,3296,0.9829999804496765,0.9829999804496765,0.086849644780159,0.054414089769124985
135,422,0.9819999933242798,0.9819999933242798,0.2641267478466034,0.1816582828760147
136,279,0.9819999933242798,0.9819999933242798,0.2059730887413025,0.13659235835075378
137,4586,0.9819999933242798,0.9819999933242798,0.191892609000206,0.13252560794353485
138,664,0.9819999933242798,0.9819999933242798,0.18400973081588745,0.12337791919708252
139,420,0.9819999933242798,0.9819999933242798,0.13834477961063385,0.08958674967288971
140,3126,0.9819999933242798,0.9819999933242798,0.0974353775382042,0.07598985731601715
141,3044,0.9810000061988831,0.9810000061988831,0.3048889636993408,0.25449997186660767
142,3769,0.9810000061988831,0.9810000061988831,0.2552478611469269,0.22974832355976105
143,518,0.9810000061988831,0.9810000061988831,0.2324296087026596,0.16924162209033966
144,766,0.9810000061988831,0.9810000061988831,0.14785458147525787,0.14166668057441711
145,4432,0.9810000061988831,0.9810000061988831,0.12437012046575546,0.08226162940263748
146,507,0.9810000061988831,0.9810000061988831,0.11459975689649582,0.08948024362325668
147,1535,0.9810000061988831,0.9810000061988831,0.10861701518297195,0.09148295968770981
148,965,0.9800000190734863,0.9800000190734863,0.3295234739780426,0.22856850922107697
149,3598,0.9800000190734863,0.9800000190734863,0.2038925588130951,0.1636711061000824
150,3797,0.9800000190734863,0.9800000190734863,0.19374921917915344,0.1790386438369751
151,308,0.9800000190734863,0.9800000190734863,0.1504814624786377,0.15458068251609802
152,1715,0.9800000190734863,0.9800000190734863,0.1461833417415619,0.11170562356710434
153,2583,0.9800000190734863,0.9800000190734863,0.09391400963068008,0.06319896876811981
154,982,0.9789999723434448,0.9789999723434448,0.12250840663909912,0.08915524184703827
155,4205,0.9789999723434448,0.9789999723434448,0.11872933804988861,0.0880829319357872
156,256,0.9789999723434448,0.9789999723434448,0.112445168197155,0.0880560502409935
157,3113,0.9789999723434448,0.9789999723434448,0.11032312363386154,0.07490995526313782
158,3638,0.9789999723434448,0.9789999723434448,0.10746388137340546,0.0681765154004097
159,3743,0.9789999723434448,0.9789999723434448,0.0947042778134346,0.07812615483999252
160,17,0.9779999852180481,0.9779999852180481,0.23096445202827454,0.20027190446853638
161,4296,0.9779999852180481,0.9779999852180481,0.1997048705816269,0.16462749242782593
162,563,0.9779999852180481,0.9779999852180481,0.1678081601858139,0.12442021071910858
163,1746,0.9779999852180481,0.9779999852180481,0.1655368059873581,0.12157411128282547
164,4396,0.9779999852180481,0.9779999852180481,0.12593206763267517,0.09072732925415039
165,3803,0.9779999852180481,0.9779999852180481,0.12357211112976074,0.0806618258357048
166,830,0.9769999980926514,0.9769999980926514,0.1750052273273468,0.14973554015159607
167,4550,0.9769999980926514,0.9769999980926514,0.1336885541677475,0.1280396580696106
168,4054,0.9769999980926514,0.9769999980926514,0.10913285613059998,0.08574101328849792
169,4808,0.9769999980926514,0.9769999980926514,0.08874756097793579,0.0617314837872982
170,4728,0.9760000109672546,0.9760000109672546,0.2180335819721222,0.1415376216173172
171,396,0.9760000109672546,0.9760000109672546,0.1922769695520401,0.16511116921901703
172,3676,0.9760000109672546,0.9760000109672546,0.1885928213596344,0.138572558760643
173,1117,0.9760000109672546,0.9760000109672546,0.15687605738639832,0.11759316176176071
174,3367,0.9750000238418579,0.9750000238418579,0.2675682008266449,0.15932990610599518
175,3473,0.9750000238418579,0.9750000238418579,0.23960067331790924,0.21824070811271667
176,3697,0.9750000238418579,0.9750000238418579,0.16861064732074738,0.12055815756320953
177,3627,0.9750000238418579,0.9750000238418579,0.16258777678012848,0.11543070524930954
178,3903,0.9750000238418579,0.9750000238418579,0.14529581367969513,0.104500912129879
179,1303,0.9750000238418579,0.9750000238418579,0.1409071683883667,0.10140077024698257
180,2489,0.9750000238418579,0.9750000238418579,0.13734596967697144,0.11109984666109085
181,4000,0.9739999771118164,0.9739999771118164,0.18326063454151154,0.1592351496219635
182,4141,0.9739999771118164,0.9739999771118164,0.17429514229297638,0.1717265546321869
183,4546,0.9739999771118164,0.9739999771118164,0.16783565282821655,0.1499522179365158
184,1198,0.9739999771118164,0.9739999771118164,0.11403819918632507,0.09960201382637024
185,2267,0.9739999771118164,0.9739999771118164,0.11187522858381271,0.07456007599830627
186,722,0.9739999771118164,0.9739999771118164,0.07286643981933594,0.05421064794063568
187,124,0.9729999899864197,0.9729999899864197,0.2720974385738373,0.22153885662555695
188,639,0.9729999899864197,0.9729999899864197,0.203433558344841,0.1835760474205017
189,3933,0.9729999899864197,0.9729999899864197,0.20254728198051453,0.15632694959640503
190,2166,0.9729999899864197,0.9729999899864197,0.19870170950889587,0.14895161986351013
191,2898,0.9729999899864197,0.9729999899864197,0.17484697699546814,0.15556959807872772
192,3155,0.9729999899864197,0.9729999899864197,0.15858301520347595,0.13365349173545837
193,2867,0.972000002861023,0.972000002861023,0.2671387493610382,0.26692482829093933
194,511,0.972000002861023,0.972000002861023,0.2178550660610199,0.157679483294487
195,1655,0.972000002861023,0.972000002861023,0.2113431841135025,0.18593230843544006
196,2858,0.972000002861023,0.972000002861023,0.20233479142189026,0.19106903672218323
197,2035,0.972000002861023,0.972000002861023,0.1996763050556183,0.1617628037929535
198,2190,0.972000002861023,0.972000002861023,0.18657204508781433,0.15522903203964233
199,4353,0.972000002861023,0.972000002861023,0.1770259439945221,0.1546970158815384
200,4354,0.972000002861023,0.972000002861023,0.15989971160888672,0.12466635555028915
201,1730,0.972000002861023,0.972000002861023,0.15851543843746185,0.11370497196912766
202,861,0.972000002861023,0.972000002861023,0.1328427791595459,0.0928182527422905
203,3940,0.972000002861023,0.972000002861023,0.10011336207389832,0.07656922191381454
204,1421,0.9710000157356262,0.9710000157356262,0.24902531504631042,0.18670247495174408
205,1965,0.9710000157356262,0.9710000157356262,0.22166869044303894,0.19914162158966064
206,1786,0.9710000157356262,0.9710000157356262,0.20435108244419098,0.17376555502414703
207,2154,0.9710000157356262,0.9710000157356262,0.19363707304000854,0.18575869500637054
208,3981,0.9710000157356262,0.9710000157356262,0.18050549924373627,0.19405119121074677
209,1966,0.9710000157356262,0.9710000157356262,0.12668269872665405,0.09345152974128723
210,1201,0.9710000157356262,0.9710000157356262,0.10493500530719757,0.06468574702739716
211,1283,0.9710000157356262,0.9710000157356262,0.07357770949602127,0.054130397737026215
212,4724,0.9700000286102295,0.9700000286102295,0.2709735631942749,0.24027301371097565
213,2508,0.9700000286102295,0.9700000286102295,0.15063868463039398,0.11877509951591492
214,502,0.968999981880188,0.968999981880188,0.2974589467048645,0.36535322666168213
215,5051,0.968999981880188,0.968999981880188,0.2399982511997223,0.20706994831562042
216,2984,0.968999981880188,0.968999981880188,0.22854666411876678,0.1963399350643158
217,821,0.968999981880188,0.968999981880188,0.2250102013349533,0.1906391829252243
218,2438,0.968999981880188,0.968999981880188,0.1811501532793045,0.14143270254135132
219,2117,0.968999981880188,0.968999981880188,0.169185072183609,0.14503176510334015
220,3671,0.968999981880188,0.968999981880188,0.1484309434890747,0.1402057409286499
221,2043,0.968999981880188,0.968999981880188,0.13910287618637085,0.1049557626247406
222,1555,0.968999981880188,0.968999981880188,0.13791735470294952,0.10717912763357162
223,757,0.968999981880188,0.968999981880188,0.08290477842092514,0.06441851705312729
224,4038,0.9679999947547913,0.9679999947547913,0.27734553813934326,0.25461751222610474
225,4076,0.9679999947547913,0.9679999947547913,0.10092475265264511,0.08520934730768204
226,331,0.9679999947547913,0.9679999947547913,0.0918799415230751,0.06160402297973633
227,278,0.9679999947547913,0.9679999947547913,0.08900114893913269,0.07327672094106674
228,1762,0.9679999947547913,0.9679999947547913,0.08577859401702881,0.06109844520688057
229,2452,0.9670000076293945,0.9670000076293945,0.3199014961719513,0.29105275869369507
230,4492,0.9670000076293945,0.9670000076293945,0.2634444534778595,0.2459331899881363
231,4345,0.9670000076293945,0.9670000076293945,0.22542724013328552,0.23377516865730286
232,4922,0.9670000076293945,0.9670000076293945,0.20176956057548523,0.16644220054149628
233,1676,0.9670000076293945,0.9670000076293945,0.13263531029224396,0.10535509884357452
234,2188,0.9660000205039978,0.9660000205039978,0.37777137756347656,0.3091565668582916
235,621,0.9660000205039978,0.9660000205039978,0.20074506103992462,0.16163714230060577
236,1711,0.9660000205039978,0.9660000205039978,0.18009525537490845,0.14697590470314026
237,3042,0.9660000205039978,0.9660000205039978,0.1734892725944519,0.1578299105167389
238,1608,0.9660000205039978,0.9660000205039978,0.1705460250377655,0.1344490349292755
239,509,0.9660000205039978,0.9660000205039978,0.16511613130569458,0.126075878739357
240,3166,0.9660000205039978,0.9660000205039978,0.1424492597579956,0.11000163853168488
241,5026,0.9660000205039978,0.9660000205039978,0.11740855872631073,0.07635551691055298
242,1162,0.9660000205039978,0.9660000205039978,0.07374238222837448,0.055660683661699295
243,2993,0.9649999737739563,0.9649999737739563,0.3518548607826233,0.2877696454524994
244,249,0.9649999737739563,0.9649999737739563,0.11033803224563599,0.0828782171010971
245,3888,0.9649999737739563,0.9649999737739563,0.09829462319612503,0.07573854923248291
246,5037,0.9639999866485596,0.9639999866485596,0.2671974301338196,0.35824716091156006
247,3735,0.9639999866485596,0.9639999866485596,0.1723107099533081,0.14592623710632324
248,4021,0.9639999866485596,0.9639999866485596,0.17216601967811584,0.14274106919765472
249,5116,0.9639999866485596,0.9639999866485596,0.17035004496574402,0.16381363570690155
250,1860,0.9639999866485596,0.9639999866485596,0.16169323027133942,0.13819636404514313
251,1470,0.9639999866485596,0.9639999866485596,0.15501348674297333,0.13916030526161194
252,1484,0.9639999866485596,0.9639999866485596,0.13172347843647003,0.10100072622299194
253,4655,0.9629999995231628,0.9629999995231628,0.252414733171463,0.22436627745628357
254,2863,0.9629999995231628,0.9629999995231628,0.17464345693588257,0.13829292356967926
255,484,0.9629999995231628,0.9629999995231628,0.15486106276512146,0.13983222842216492
256,617,0.9629999995231628,0.9629999995231628,0.10245359688997269,0.08602847903966904
257,170,0.9629999995231628,0.9629999995231628,0.09196028113365173,0.06311726570129395
258,4006,0.9620000123977661,0.9620000123977661,0.24535317718982697,0.23087340593338013
259,4455,0.9620000123977661,0.9620000123977661,0.21021170914173126,0.17659103870391846
260,3026,0.9620000123977661,0.9620000123977661,0.1534416526556015,0.12895606458187103
261,4864,0.9620000123977661,0.9620000123977661,0.13211047649383545,0.10977623611688614
262,3038,0.9620000123977661,0.9620000123977661,0.094710573554039,0.07611969113349915
263,2414,0.9620000123977661,0.9620000123977661,0.07350880652666092,0.048152584582567215
264,604,0.9610000252723694,0.9610000252723694,0.16123776137828827,0.1262899935245514
265,58,0.9610000252723694,0.9610000252723694,0.09409501403570175,0.07874049246311188
266,1295,0.9599999785423279,0.9599999785423279,0.19112467765808105,0.21485057473182678
267,1651,0.9599999785423279,0.9599999785423279,0.13326793909072876,0.15438194572925568
268,3504,0.9599999785423279,0.9599999785423279,0.09780216217041016,0.0768728107213974
269,1276,0.9589999914169312,0.9589999914169312,0.23009145259857178,0.24689804017543793
270,1818,0.9589999914169312,0.9589999914169312,0.17312628030776978,0.15831689536571503
271,2672,0.9589999914169312,0.9589999914169312,0.15834061801433563,0.11464262753725052
272,4213,0.9589999914169312,0.9589999914169312,0.15426117181777954,0.13075512647628784
273,4104,0.9589999914169312,0.9589999914169312,0.15340368449687958,0.11463357508182526
274,2533,0.9589999914169312,0.9589999914169312,0.15247514843940735,0.15691950917243958
275,1954,0.9589999914169312,0.9589999914169312,0.1033298596739769,0.08777191489934921
276,4386,0.9580000042915344,0.9580000042915344,0.15970975160598755,0.1414465457201004
277,3228,0.9580000042915344,0.9580000042915344,0.13631460070610046,0.10613533854484558
278,4562,0.9580000042915344,0.9580000042915344,0.10591202974319458,0.07716479152441025
279,4735,0.9580000042915344,0.9580000042915344,0.09489858150482178,0.0832374319434166
280,778,0.9580000042915344,0.9580000042915344,0.08184213191270828,0.07102309167385101
281,4515,0.9580000042915344,0.9580000042915344,0.07491645961999893,0.05935763195157051
282,750,0.9570000171661377,0.9570000171661377,0.2597774565219879,0.25308218598365784
283,4946,0.9570000171661377,0.9570000171661377,0.1744980365037918,0.15975892543792725
284,1872,0.9570000171661377,0.9570000171661377,0.1596805453300476,0.1508544236421585
285,134,0.9570000171661377,0.9570000171661377,0.10907664149999619,0.08812376111745834
286,4058,0.9570000171661377,0.9570000171661377,0.07104983925819397,0.06451728194952011
287,3081,0.9559999704360962,0.9559999704360962,0.3029588758945465,0.2830895185470581
288,1402,0.9559999704360962,0.9559999704360962,0.22096504271030426,0.17934924364089966
289,2729,0.9559999704360962,0.9559999704360962,0.16588903963565826,0.1356295943260193
290,2862,0.9559999704360962,0.9559999704360962,0.09953220188617706,0.07649584114551544
291,4168,0.9559999704360962,0.9559999704360962,0.09816045314073563,0.08022628724575043
292,953,0.9559999704360962,0.9559999704360962,0.0811697468161583,0.058893151581287384
293,492,0.9559999704360962,0.9559999704360962,0.07410340756177902,0.05707553029060364
294,2482,0.9549999833106995,0.9549999833106995,0.33079737424850464,0.2652888000011444
295,2963,0.9549999833106995,0.9549999833106995,0.2927217483520508,0.2708943784236908
296,1689,0.9549999833106995,0.9549999833106995,0.18906094133853912,0.14287124574184418
297,580,0.9549999833106995,0.9549999833106995,0.18252836167812347,0.1462026983499527
298,4612,0.9549999833106995,0.9549999833106995,0.13394823670387268,0.11646916717290878
299,858,0.9549999833106995,0.9549999833106995,0.12047591060400009,0.0930505096912384
300,1377,0.9549999833106995,0.9549999833106995,0.08887703716754913,0.07896655797958374
301,3040,0.9539999961853027,0.9539999961853027,0.24969662725925446,0.19456647336483002
302,5076,0.9539999961853027,0.9539999961853027,0.1874978393316269,0.1784539520740509
303,2271,0.9539999961853027,0.9539999961853027,0.0831388533115387,0.06369197368621826
304,2427,0.9539999961853027,0.9539999961853027,0.07539570331573486,0.05621479079127312
305,2776,0.953000009059906,0.953000009059906,0.2470090240240097,0.25252437591552734
306,2121,0.953000009059906,0.953000009059906,0.1941581517457962,0.18412865698337555
307,5036,0.953000009059906,0.953000009059906,0.17199406027793884,0.1487644612789154
308,327,0.953000009059906,0.953000009059906,0.16098234057426453,0.18467770516872406
309,3272,0.953000009059906,0.953000009059906,0.15972937643527985,0.1342855542898178
310,4146,0.953000009059906,0.953000009059906,0.1476043164730072,0.11902838200330734
311,3125,0.9520000219345093,0.9520000219345093,0.2301652878522873,0.24422405660152435
312,1507,0.9520000219345093,0.9520000219345093,0.18635918200016022,0.13848192989826202
313,4267,0.9520000219345093,0.9520000219345093,0.17840084433555603,0.15550027787685394
314,3641,0.9520000219345093,0.9520000219345093,0.14629670977592468,0.16375517845153809
315,3322,0.9520000219345093,0.9520000219345093,0.10692208260297775,0.08479239791631699
316,1945,0.9520000219345093,0.9520000219345093,0.09236729145050049,0.07903885096311569
317,287,0.9520000219345093,0.9520000219345093,0.0701548159122467,0.06579183787107468
318,4572,0.9509999752044678,0.9509999752044678,0.20055711269378662,0.18497821688652039
319,440,0.9509999752044678,0.9509999752044678,0.15985003113746643,0.1366661638021469
320,3591,0.9509999752044678,0.9509999752044678,0.12598581612110138,0.10315055400133133
321,4096,0.9509999752044678,0.9509999752044678,0.10998663306236267,0.08031897991895676
322,1960,0.9509999752044678,0.9509999752044678,0.08512982726097107,0.06565261632204056
323,4441,0.9509999752044678,0.9509999752044678,0.07032603025436401,0.05783568322658539
324,1316,0.949999988079071,0.949999988079071,0.307074636220932,0.26137426495552063
325,1300,0.949999988079071,0.949999988079071,0.18113084137439728,0.1927463859319687
326,1626,0.949999988079071,0.949999988079071,0.1306193768978119,0.14488860964775085
327,3533,0.949999988079071,0.949999988079071,0.11791632324457169,0.10123802721500397
328,938,0.9490000009536743,0.9490000009536743,0.27542224526405334,0.30190303921699524
329,2831,0.9490000009536743,0.9490000009536743,0.2204463928937912,0.1933496594429016
330,3066,0.9490000009536743,0.9490000009536743,0.19925028085708618,0.20649738609790802
331,2786,0.9490000009536743,0.9490000009536743,0.18541282415390015,0.1553979367017746
332,4532,0.9490000009536743,0.9490000009536743,0.1659417301416397,0.1432269662618637
333,4678,0.9490000009536743,0.9490000009536743,0.1350347101688385,0.12059225887060165
334,4674,0.9490000009536743,0.9490000009536743,0.07352560758590698,0.048684388399124146
335,1067,0.9490000009536743,0.9490000009536743,0.0696503221988678,0.05498310551047325
336,2562,0.9480000138282776,0.9480000138282776,0.19892629981040955,0.1943100243806839
337,3079,0.9480000138282776,0.9480000138282776,0.163948193192482,0.12096880376338959
338,4503,0.9480000138282776,0.9480000138282776,0.15732917189598083,0.14496786892414093
339,1723,0.9480000138282776,0.9480000138282776,0.14182555675506592,0.1286737620830536
340,3221,0.9480000138282776,0.9480000138282776,0.13565115630626678,0.10712295770645142
341,4602,0.9480000138282776,0.9480000138282776,0.13440324366092682,0.10973728448152542
342,436,0.9480000138282776,0.9480000138282776,0.12931972742080688,0.0954531729221344
343,4108,0.9480000138282776,0.9480000138282776,0.08448467403650284,0.0687825083732605
344,3648,0.9480000138282776,0.9480000138282776,0.07491046190261841,0.06933198124170303
345,4777,0.9470000267028809,0.9470000267028809,0.15953466296195984,0.16753597557544708
346,1106,0.9470000267028809,0.9470000267028809,0.10728608816862106,0.09837032854557037
347,3379,0.9470000267028809,0.9470000267028809,0.09815502166748047,0.08462151139974594
